date,Q_cfs,00060_Mean_cd,dayl,prcp,srad_x,swe,tmax,tmin,vp,eto,gage,pr,srad_y,tmmn,tmmx,vpd
2000-10-01 00:00:00+00:00,31.0,A,41290.586628745325,0.0,401.0588109124498,0.7670971005291486,16.51824827123024,1.3617339636531662,668.6922469430868,3.652921415336988,09266500,0.0,194.16761173064637,1.6935341747517327,15.527312200962228,0.8088895302690378
2000-10-02 00:00:00+00:00,30.0,A,41125.86627737055,0.0,386.12494807336896,0.4781819100597666,16.275708382798925,1.3240084221635775,667.5853176936372,3.36574785768161,09266500,0.0,191.4076120953133,1.6995663579293137,15.045739197437854,0.764720556290679
2000-10-03 00:00:00+00:00,28.0,A,40961.49357571074,0.0,359.15231025624786,0.4434342470255865,12.901731233043847,-0.4221040195101337,592.7853949726705,2.551667476982124,09266500,0.0,165.02680272452713,0.5770698495488205,12.327113268124037,0.5964776758031474
2000-10-04 00:00:00+00:00,28.0,A,40797.49436183406,0.0,385.5747193437618,0.4247381134727567,13.53922243274713,-1.5887545150702804,542.8727731380353,2.9252452249906087,09266500,0.0,192.94549540415724,-1.543594681192758,12.386657428185856,0.6674640143851935
2000-10-05 00:00:00+00:00,26.0,A,40633.89853285745,0.0,381.8756422113026,0.41196093990608,11.98571491850388,-3.077859790217161,486.2401856386246,2.315811750171916,09266500,0.0,192.9856080960212,-5.157970389758248,8.422943918569842,0.5296768738972031
2000-10-06 00:00:00+00:00,26.0,A,40470.74547951924,0.0,387.48965035150366,0.4021468529787543,11.680611507904556,-3.941598024174709,455.8873950583537,2.000407848261869,09266500,0.0,190.4805334860885,-6.239810412766303,8.96316176970305,0.5540208154772744
2000-10-07 00:00:00+00:00,25.0,A,40308.06012899133,0.0,372.3875161053173,0.3853215649849874,11.194204876586973,-3.491284226437929,471.9378215075384,2.038100178651077,09266500,0.0,188.110512484247,-7.168666374244879,8.007493029436034,0.4658987121247833
2000-10-08 00:00:00+00:00,24.0,A,40145.87772465233,0.0,391.6738233253237,0.3721408332312131,12.504174602803856,-3.940975971818762,456.1824910614922,1.8199223398534683,09266500,0.0,187.6705497525622,-6.263836490979372,10.61071000836887,0.5831282751044893
2000-10-09 00:00:00+00:00,24.0,A,39984.2238948097,0.0,352.40623008028234,0.3624243370459509,11.261730709986791,-2.682094032778576,501.3617597333693,2.315147455362216,09266500,0.0,181.25768226317496,-2.732053416070073,12.3778831865489,0.6065458600578593
2000-10-10 00:00:00+00:00,24.0,A,39823.13926200281,23.27373386766907,103.29028621720003,0.3424666762339802,4.534830801125104,-0.1096263841823201,607.545045414176,1.8686888855749848,09266500,18.78845028724613,128.52162924024543,-1.2869145200231742,7.624500914718681,0.3049002949970343
2000-10-11 00:00:00+00:00,29.0,A,39662.65382480957,23.183376399472365,163.24800183175395,11.18582373084948,1.2709026291281118,-5.654533960912288,403.8663940171295,1.5948271291987313,09266500,28.541192859747813,135.56183514523454,-4.12810336095589,5.023456891172259,0.2292984646845297
2000-10-12 00:00:00+00:00,33.0,A,39502.80543885499,6.513259383616174,248.6648670358579,17.219648648591757,2.298537309081771,-8.256932538793505,331.0565339110307,1.638478806294997,09266500,6.617369863430571,171.27085995077746,-5.471314334005456,4.45950056183932,0.2775153662503063
2000-10-13 00:00:00+00:00,35.0,A,39343.626059045535,1.5864091234570925,317.1721734350135,18.80595565453206,2.295068539040432,-9.99721868361125,288.0643975926201,1.385899091096795,09266500,0.2613376840341708,157.76877332129664,-7.996893853778374,2.3118293250018382,0.1973648932637868
2000-10-14 00:00:00+00:00,35.0,A,39185.15098396439,0.0,365.3282684681317,18.78332016900124,5.432957875346317,-6.5943921948435005,373.9971442595972,1.1844323655904918,09266500,1.6778862970523285,151.69261560820397,-9.075066357998935,2.7727585279122877,0.1650292105487128
2000-10-15 00:00:00+00:00,35.0,A,39027.420622523394,0.0,361.2016461921256,18.65575780351953,5.860927570623203,-5.958892205465868,392.9611657785999,1.3880525430178088,09266500,0.0259237643885522,160.91915574207027,-8.299072719239234,4.724680542368674,0.2569472443475724
2000-10-16 00:00:00+00:00,35.0,A,38870.47786613856,0.0,435.18620820836304,18.63309879784726,10.175567292955504,-6.746065048202568,369.9170566839159,1.5883493545100975,09266500,0.0,171.07395991474095,-6.910960041794738,6.248993370660628,0.3690429240179109
2000-10-17 00:00:00+00:00,35.0,A,38714.34463183231,0.0,421.6565878154533,18.15386946916159,11.601363831549447,-4.619770818265727,434.1526852525285,1.575063184387948,09266500,0.0,166.28030087116915,-4.676181046254214,9.520622675699315,0.5092129361227692
2000-10-18 00:00:00+00:00,35.0,A,38559.07888710825,0.0,387.9256805655225,17.044318693184238,11.182382743758223,-2.9942744242324606,490.03006256980507,2.020948080036017,09266500,0.0,166.67902935576754,-3.0916446608186448,10.601137406236717,0.5710904454603476
2000-10-19 00:00:00+00:00,36.0,A,38404.71001615389,0.0,390.92752445912623,15.788267544705915,12.094542145325816,-2.553202986474881,506.61347384871726,1.9281270016439356,09266500,0.0,160.33658462405342,-2.8019470586809234,10.422068191357198,0.5651600274566014
2000-10-20 00:00:00+00:00,37.0,A,38251.28411517988,0.0,369.7824217597832,14.82667749334957,10.472353512654475,-3.157945768957749,484.7815159542496,1.802405574002787,09266500,0.0,161.35558962088066,-3.8896119020277524,9.22291316993983,0.4977344713459897
2000-10-21 00:00:00+00:00,37.0,A,38098.83448836474,8.157826444739179,209.6621081031795,14.05397320004784,6.395320743638473,-3.140364819530767,485.923386381762,1.4773464337253934,09266500,6.992076229941644,127.6268401763115,-3.797849205069326,6.7076416035259285,0.3202327104902249
2000-10-22 00:00:00+00:00,38.0,A,37947.41434130218,6.403589417850309,180.5838568330566,13.831088766980756,4.062028639398727,-3.950100011046787,457.7742476092244,1.185966268411273,09266500,5.940398171685931,109.06758498325377,-4.692773033533285,3.9798266770193322,0.1860559960506876
2000-10-23 00:00:00+00:00,38.0,A,37797.05873517233,0.0,326.65531442211727,13.305130359836134,8.4315634292956,-3.733657522521413,463.8757457303983,1.2430298476478767,09266500,1.4555867190489864,135.58320178406444,-5.036741604731674,8.313061964412213,0.277688608093919
2000-10-24 00:00:00+00:00,38.0,A,37647.81861423396,0.0,166.20754072793784,12.416842929920994,4.401434253966693,-1.2382492277369646,559.4124281150791,1.2989995892611617,09266500,2.618793325736446,137.76028646488595,-4.590376984133286,6.03449205503415,0.2335856000445487
2000-10-25 00:00:00+00:00,38.0,A,37499.73865675171,2.521745454016025,152.03493246022126,11.850805833026406,3.766578599829344,-2.150901601299962,523.1195123511345,1.079414443432034,09266500,1.7385617039347392,128.7494325831499,-6.300026222423185,4.472124824400169,0.1670373168440501
2000-10-26 00:00:00+00:00,38.0,A,37352.86327222239,0.0,156.241728970861,11.56301899197766,1.4388862310383022,-3.724544686654046,464.8840181976767,1.1772521691094748,09266500,0.0104696339597433,135.62558116674882,-6.547347618735046,5.163859313974626,0.2198683305217085
2000-10-27 00:00:00+00:00,38.0,A,37207.23715444132,5.017257749347044,127.56995873077246,10.811872283564188,4.272233937613799,-1.3318615390876176,555.2046742620063,1.3502900291914504,09266500,2.171657001603634,117.02604692421264,-5.053278622122832,7.11856683594624,0.2849979354508042
2000-10-28 00:00:00+00:00,38.0,A,37062.9093119504,4.160678711329056,133.02292401892,10.350421542846338,3.3183620078955136,-2.2924549810633934,518.8741677066593,1.2061774954711475,09266500,2.930128155828765,111.7055060701526,-4.828445618075193,5.527198881250513,0.2260889448015076
2000-10-29 00:00:00+00:00,42.0,A,36919.93761686399,0.2382662457812235,141.03781606918983,10.22104611208474,0.7633555978242671,-3.713440679728055,465.5982062936608,1.2299113033763165,09266500,1.2037169167707873,142.11773892014818,-7.0033480513566815,4.863086060991236,0.2171606962870336
2000-10-30 00:00:00+00:00,41.0,A,36778.360934480166,4.18049482094753,100.1233218568224,10.084677450704934,0.4633789930998162,-3.5752476843758494,470.8283593917276,1.2124840914468196,09266500,2.975687681282581,124.80999616032577,-6.333486492628481,3.7230664360733954,0.2057677886567726
2000-10-31 00:00:00+00:00,42.0,A,36638.233575407125,17.776189894492408,107.12845466152694,11.99827799641706,-0.133370728019691,-4.333972873897661,444.9389589065069,1.0641051440699338,09266500,23.55970885260917,111.1746866663036,-6.695033614096076,5.0650345015246785,0.2364625141513471
2000-11-01 00:00:00+00:00,40.0,A,36499.60725372932,3.2606286082329707,274.97717087745406,15.257001504585034,-0.4710850148234696,-13.30076431360235,222.651434169574,1.1008379294959032,09266500,3.564939054512052,122.81462109031004,-11.461059111135455,2.534039707921295,0.1824732538575801
2000-11-02 00:00:00+00:00,36.0,A,36362.53616231213,0.0,390.0340733470194,15.257001504585034,-1.068558539483875,-15.941870086136287,178.63175891801723,0.95728358781656,09266500,0.0180444601235465,131.238063579301,-13.742586887345226,0.428175451482673,0.2176985647804434
2000-11-03 00:00:00+00:00,35.0,A,36227.07190594964,0.7738158111667843,384.4460128899959,16.03097490109774,1.8733397666624647,-17.6483141660432,154.81347691120993,0.9472794985260352,09266500,1.0386462184200178,145.02196631880656,-13.799513685008606,1.6924960328303769,0.2699130127751649
2000-11-04 00:00:00+00:00,31.0,A,36093.26439083436,0.0,408.64489031871983,16.03097490109774,4.787067016478105,-14.858720684213408,193.77368379966808,1.2921536781924,09266500,1.2804939895440324,142.29005470458213,-11.799053341137324,4.392206958488828,0.3234243892174819
2000-11-05 00:00:00+00:00,35.0,A,35961.17200808175,2.703943146142094,215.39144012429333,18.735201064021403,-3.482038332821462,-12.275289118644194,240.05410632934672,1.0085689270097409,09266500,0.4408837387880464,120.37622879044343,-14.345524616050454,0.09526861195053016,0.1692526634118127
2000-11-06 00:00:00+00:00,36.0,A,35830.85216367665,0.0,332.28917690943007,18.735201064021403,-3.465783544058362,-14.698587550213892,196.63548807322255,0.7289285784269522,09266500,2.8297682020113206,115.1997637560716,-15.496914850467363,-2.2959901702091656,0.1390001556347682
2000-11-07 00:00:00+00:00,36.0,A,35702.3542663009,0.0,360.3079243203513,18.735201064021403,-4.5013797717751975,-17.729147076355645,152.97396729111705,0.7436931203433448,09266500,0.6186110218174444,129.6897881502338,-17.898608231618823,-3.2276052506668975,0.1363218836127293
2000-11-08 00:00:00+00:00,36.0,A,35575.73819113344,0.0,368.8567399394791,18.735201064021403,-2.5646133123495964,-16.90715493319726,162.95836690499937,0.8153895154928956,09266500,0.0157795314719854,127.34569025114756,-16.913514679026093,-0.8256379661878555,0.1687760767211051
2000-11-09 00:00:00+00:00,37.0,A,35451.06065980035,10.56318934503906,151.3608907904112,29.29274303813915,-4.146356668468059,-10.213472447034992,282.82617976163607,0.5583003985180732,09266500,7.233321587879699,63.7168631870003,-13.539241083033232,-1.947090575718164,0.0973881812200284
2000-11-10 00:00:00+00:00,36.0,A,35328.37863564465,7.890647541999525,214.00496110352276,37.18363773795141,-5.184495839974733,-14.495098994350943,201.2147675000571,0.5719036994209636,09266500,11.468603392373806,75.1294856960418,-15.933599061485666,-2.97015190932359,0.100055015465751
2000-11-11 00:00:00+00:00,37.0,A,35207.74735201071,3.3171555881088706,293.3694764028687,40.500036749381,-3.951011481730288,-20.039613707854805,126.01243897760756,0.4966250206674215,09266500,3.3591048078780315,128.46537392537124,-22.431356310827056,-6.7989274609708445,0.0941914054775058
2000-11-12 00:00:00+00:00,37.0,A,35089.230752872885,0.0,335.0501119016148,40.500036749381,-10.049475196007888,-22.26203595109264,103.98490151579034,0.4906121948087468,09266500,2.433235660804389,111.95069716487482,-23.84124725530853,-7.974431865978772,0.0921393913163531
2000-11-13 00:00:00+00:00,36.0,A,34972.884075857735,0.2606021490876253,368.41608827549777,40.76067430300785,-6.9417564347005145,-23.77132873352595,90.63033815774976,0.5558821056212939,09266500,0.0,133.4557586582699,-24.305967225052143,-6.450870923251102,0.1171858236994368
2000-11-14 00:00:00+00:00,36.0,A,34858.76054611609,0.0,271.016797873695,40.76067430300785,-8.248076059315299,-17.414733810151763,156.30281787495107,0.6930388901604577,09266500,0.0310450377860333,121.401796483176,-20.458411293971807,-3.502678837477845,0.1367279609805037
2000-11-15 00:00:00+00:00,34.0,A,34746.92722154939,0.0,330.4971638914596,40.76067430300785,-6.582695133378143,-19.034685446008467,136.74169918648184,0.5434072363216723,09266500,0.2557135008313223,108.3214755965748,-20.87754654818613,-5.3120536099391416,0.1002671744757459
2000-11-16 00:00:00+00:00,35.0,A,34637.43245171417,0.0,358.9291129628865,40.76067430300785,-6.925068325560964,-22.25415896498314,103.3621155940138,0.55679799094557,09266500,0.0,126.5270432955722,-22.84693817448442,-6.859706719665951,0.1148376482589084
2000-11-17 00:00:00+00:00,34.0,A,34530.34577668026,0.0,338.4275032458048,40.76067430300785,-8.600059164751164,-22.01249924484677,105.43444182369711,0.5874377391581973,09266500,0.4098304257317417,113.98451968309192,-22.985610718600498,-7.100014658160262,0.1102221702249929
2000-11-18 00:00:00+00:00,32.0,A,34425.722517623864,0.0,363.9712401137903,40.76067430300785,-1.00013526616384,-18.3208882578015,144.3661948876696,0.8184651852622398,09266500,0.0,115.19221163018554,-22.895342573848126,-2.223047576869533,0.1901776964919423
2000-11-19 00:00:00+00:00,32.0,A,34323.62081031421,0.0,336.9712332826464,40.76067430300785,3.16800086720527,-11.276115630665068,258.4449226520608,0.915080679279763,09266500,0.0870672724265081,123.45017999472962,-17.14372796220755,-0.3956785790771278,0.2293695093623889
2000-11-20 00:00:00+00:00,31.0,A,34224.09111747753,0.0,343.8619791853082,40.76067430300785,3.5565146210215843,-12.167807845562226,240.41182127533136,0.933082031683384,09266500,0.0680336759044216,120.913325252844,-16.332911146999493,1.1451962537953477,0.2870528924361538
2000-11-21 00:00:00+00:00,30.0,A,34127.20265666544,0.0,349.31214138665695,40.76067430300785,6.141476845460892,-11.37923910479005,256.2197389520939,0.9052761996303912,09266500,0.0,121.38664109332616,-12.907881394147466,2.812456089064142,0.3382815186387931
2000-11-22 00:00:00+00:00,29.0,A,34032.99917519367,0.0,330.2340884646892,40.76067430300785,5.622725397403143,-9.715945082575848,292.6192716113512,0.7916721913984986,09266500,2.300055564732682,109.71345929832626,-11.67884715656254,3.4546857944131943,0.3415390368164162
2000-11-23 00:00:00+00:00,29.0,A,33941.54756942491,0.0,325.0732077203314,40.76067430300785,3.862061397524285,-11.421366743927836,255.3208579977613,0.916744157943612,09266500,1.1624054076750148,119.61945945454454,-13.758935904758516,1.9540002287388347,0.3270921513977977
2000-11-24 00:00:00+00:00,28.0,A,33852.910348754354,0.0,330.14155137511204,40.76067430300785,3.109170223405569,-13.34270260542179,218.81388527273063,1.1218669205216367,09266500,0.0,101.34126336974155,-14.894186254731551,2.431327212643282,0.3089936513557973
2000-11-25 00:00:00+00:00,27.0,A,33767.11920026335,0.0,313.7268404848971,40.76067430300785,-0.1219291151295466,-15.184805168793956,188.28439830464455,0.7816331091171482,09266500,0.0,102.88232709062758,-16.808232137647963,-0.02389315310188067,0.2292511127806123
2000-11-26 00:00:00+00:00,28.0,A,33684.24786818375,0.0,275.2523619458916,40.76067430300785,2.498777340319396,-9.92442826647203,287.6793650623609,0.6929895627197473,09266500,0.7389520984012382,92.14501018601348,-13.509442916520072,0.9169537944677018,0.1827122787936066
2000-11-27 00:00:00+00:00,26.0,A,33604.34635061424,0.0,247.58871665104985,40.76067430300785,1.7392493244172718,-9.118307159953192,307.2436965300448,0.7966251460363926,09266500,0.0,95.70867193316263,-11.710125458937341,1.8078791383377393,0.1802455203742249
2000-11-28 00:00:00+00:00,26.0,A,33527.46047156218,0.0,284.78857101108093,40.76067430300785,1.710272137377466,-12.054989573791458,243.17171637606404,0.7456811121475782,09266500,0.0,101.47314042343255,-13.055879279266946,0.8997805774546919,0.2101395599885902
2000-11-29 00:00:00+00:00,26.0,A,33453.641048947386,0.0,298.0290608545665,40.76067430300785,2.413106700860173,-13.086959678879284,224.07319188876437,1.0863055296537685,09266500,0.0319325131695166,107.43539995634124,-12.796699988604189,4.081677878305641,0.268844099942122
2000-11-30 00:00:00+00:00,26.0,A,33382.94378051821,0.0,300.591962315101,40.76067430300785,0.4376457730301205,-15.800332051417705,179.5180129925305,0.9309456261854174,09266500,0.0,110.91951742076088,-12.837440229456377,1.5236807923093352,0.244234026607262
2000-12-01 00:00:00+00:00,26.0,A,33315.41068014051,0.0,302.013041971591,40.76067430300785,0.579265161134453,-16.133436383252167,174.05313968320263,0.6998266261010119,09266500,0.0,106.32701451659776,-12.924262665172307,1.5317168057185881,0.3368934521896232
2000-12-02 00:00:00+00:00,25.0,A,33251.09280260957,0.0,289.1944347363104,40.76067430300785,4.566644233993647,-11.186308731288198,260.170630896362,1.0041511851877802,09266500,0.0,106.61551440933614,-10.335487988230057,4.239118585816357,0.4234680082751855
2000-12-03 00:00:00+00:00,25.0,A,33190.027692168835,0.0,272.9003253089569,40.76067430300785,4.707670651489591,-9.51894850059843,297.1330820282294,0.9965169449944608,09266500,0.0,105.95574923930658,-10.251174248962286,4.01276597667561,0.3764053753975432
2000-12-04 00:00:00+00:00,24.0,A,33132.26600021413,0.0,275.1451888652678,40.76067430300785,5.255406844396274,-9.167886378238244,305.4270781739832,0.852780066616779,09266500,0.0,104.93011185525192,-10.315647866855386,2.999974415144152,0.3589353881143209
2000-12-05 00:00:00+00:00,25.0,A,33077.84632186959,0.0,251.24220575899272,40.76067430300785,3.1189434872299957,-9.55450297952004,296.1681598922118,1.0296171725670469,09266500,0.0,91.34162541665692,-10.89431349689454,2.8158832932677456,0.2890377444133259
2000-12-06 00:00:00+00:00,24.0,A,33026.8021079929,0.0,292.5206828454627,40.76067430300785,6.530705217017581,-10.196105457902371,281.53074871168945,0.892935715210329,09266500,0.0,102.31177952866037,-11.810646180920514,3.6138993591063127,0.3214027647165708
2000-12-07 00:00:00+00:00,24.0,A,32979.1809648386,0.0,284.5156372477882,40.76067430300785,6.2234356922122815,-9.820184548215424,290.0148453411958,0.7797837273164865,09266500,0.0,102.61926462988102,-9.122310105997656,3.8534111890753024,0.3442234796181501
2000-12-08 00:00:00+00:00,24.0,A,32935.008932534045,0.0,239.64465780105095,40.76067430300785,0.5569803024611985,-11.5194903292755,253.341986650646,0.7857766923398068,09266500,0.0,94.62912088466406,-11.346771476951687,2.3148416331277986,0.2561115392885764
2000-12-09 00:00:00+00:00,23.0,A,32894.31656459316,0.0,239.7266386480826,40.76067430300785,1.5832742022895077,-10.750641308419864,269.87025412931985,0.7550727730213753,09266500,0.1917436015790379,96.08600197433157,-10.790436907029289,1.714264388883123,0.2104423688478214
2000-12-10 00:00:00+00:00,23.0,A,32857.14331037813,9.658334249812343,177.14762867913635,50.418912169714666,-3.849799777147768,-15.92933118158013,178.86612695224514,0.7607759349430111,09266500,11.6897118439458,89.41786882793446,-12.266030063852668,0.9647812784359076,0.1683544832016021
2000-12-11 00:00:00+00:00,23.0,A,32823.511179951965,0.0,237.8018930869159,50.418912169714666,-7.292790063643398,-19.215850826797467,134.66421107151652,0.5777763513687895,09266500,2.000931324484385,98.90520763793842,-19.15898704677943,-5.814010632016391,0.1291062263690592
2000-12-12 00:00:00+00:00,23.0,A,32793.444895471184,0.0,239.0047228875957,50.418912169714666,-3.886936824309558,-15.990856033580323,176.6847583892851,0.5168868422305258,09266500,0.7055427054600829,86.45592764817704,-16.34099974921355,-1.69258415563678,0.1547301274060399
2000-12-13 00:00:00+00:00,23.0,A,32766.96946343091,0.0,204.58643589770708,50.418912169714666,-7.323046473268965,-17.07141959718455,161.61178811097213,0.6061572569645727,09266500,0.0359980852666553,92.77628927315918,-16.091935980621145,-3.3791190948536496,0.1360961411628842
2000-12-14 00:00:00+00:00,23.0,A,32744.10393861372,2.29685288659414,142.1174155801215,52.716738387846256,-4.806952044645189,-12.971185061291632,226.163198409209,0.774057371141493,09266500,2.2066701153640045,81.41094899479864,-14.496055153450982,-0.6902883522438401,0.162149768973344
2000-12-15 00:00:00+00:00,23.0,A,32724.867168597924,4.575856579121227,165.11234051917506,57.29240832033405,-3.553463845588959,-14.315776689975875,203.97629828480677,0.9074137878738988,09266500,6.676372232757502,85.97635666766404,-14.191664990389086,-1.8313854612246132,0.1590960298583048
2000-12-16 00:00:00+00:00,23.0,A,32709.271794662058,0.0,255.375540926647,57.29240832033405,-0.8860433167441488,-13.980387231456406,207.71380375774848,0.8647648707073166,09266500,0.505398656510089,99.11702609368,-17.670352172214137,-2.031363834287447,0.2008226621669903
2000-12-17 00:00:00+00:00,21.0,A,32697.332015327836,0.0,269.0365453150366,57.29240832033405,-1.4464303885853025,-15.6870533840758,180.82143787768297,0.9975877059414286,09266500,1.093368436569333,70.60265713268987,-16.393322815711542,-2.005985288936074,0.1780571393905735
